rank,id,name,source,country,gender,age,image,current_worth,previous_worth
621,stefano-pessina,Stefano Pessina,Drugstores,Monaco,M,84,https://specials-images.forbesimg.com/imageserve/5c70cd5c31358e35dd26ecf4/416x416.jpg?background=000000&cropX1=305&cropX2=3948&cropY1=8&cropY2=3648,6.1,6.1
622,eric-douglas,Eric Douglas,Investments,Sweden,M,57,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,6.1,6.2
623,richard-li,Richard Li,"Insurance, telecom",Hong Kong,M,58,https://specials-images.forbesimg.com/imageserve/65d4c7bbf37542227f60948b/416x416.jpg?background=000000&cropX1=171&cropX2=812&cropY1=47&cropY2=689,6.1,6.2
624,mark-scheinberg,Mark Scheinberg,Online gambling ,Canada,M,51,https://specials-images.forbesimg.com/imageserve/5c6d4fae31358e1c187f15c0/416x416.jpg?background=000000&cropX1=343&cropX2=4500&cropY1=214&cropY2=4371,6.0,6.0
625,robert-hale-jr,Robert Hale Jr,Telecom,United States,M,59,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,6.0,6.0
626,mark-cuban,Mark Cuban,"Online media, Dallas Mavericks",United States,M,67,https://specials-images.forbesimg.com/imageserve/632e1e3a4019629f2fdd5380/416x416.jpg?background=000000&cropX1=0&cropX2=1681&cropY1=221&cropY2=1903,6.0,6.0
627,gang-ye,Gang Ye,"Online gaming, e-commerce",Singapore,M,45,https://specials-images.forbesimg.com/imageserve/5d6005f595808800097db1c4/416x416.jpg?background=000000&cropX1=610&cropX2=4182&cropY1=168&cropY2=3740,6.0,6.3
628,richard-liu-1,Richard Liu,E-commerce,China,M,51,https://specials-images.forbesimg.com/imageserve/5dc07d07b4d505000678de32/416x416.jpg?background=000000&cropX1=1730&cropX2=3987&cropY1=632&cropY2=2889,6.0,5.9
629,kjell-inge-rokke,Kjell Inge Rokke,"Shipping, seafood",Norway,M,66,https://specials-images.forbesimg.com/imageserve/58a244daa7ea431f32197300/416x416.jpg?background=000000&cropX1=167&cropX2=573&cropY1=55&cropY2=461,6.0,6.0
630,dan-kurzius,Dan Kurzius,Email marketing,United States,M,53,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,6.0,6.0
631,ronald-wanek,Ronald Wanek,Furniture,United States,M,84,https://specials-images.forbesimg.com/imageserve/59de76b431358e542c039eea/416x416.jpg?background=000000&cropX1=116&cropX2=1254&cropY1=44&cropY2=1181,6.0,6.0
632,donald-trump,Donald Trump,Real estate,United States,M,79,https://specials-images.forbesimg.com/imageserve/5638e53de4b0ffa7afe6a26a/416x416.jpg?background=000000&cropX1=27&cropX2=731&cropY1=32&cropY2=736,6.0,6.1
633,william-goldring,William Goldring & family,Liquor,United States,M,82,https://specials-images.forbesimg.com/imageserve/6515b6f3b77f0c25b8e544a3/416x416.jpg?background=000000&cropX1=831&cropX2=1440&cropY1=135&cropY2=743,6.0,6.0
634,reinhold-schmieding,Reinhold Schmieding,Medical devices,United States,M,70,https://specials-images.forbesimg.com/imageserve/5d8a751e22254b0008e15d32/416x416.jpg?background=000000&cropX1=2&cropX2=397&cropY1=5&cropY2=400,6.0,6.0
635,daryl-katz,Daryl Katz,Pharmacies,Canada,M,64,https://specials-images.forbesimg.com/imageserve/647dea5e9ae0b2118ad81907/416x416.jpg?background=000000&cropX1=313&cropX2=2067&cropY1=206&cropY2=1961,6.0,6.0
636,alexander-abramov,Alexander Abramov,"Steel, mining",Russia,M,66,https://specials-images.forbesimg.com/imageserve/6220f15823d360f397d92ee1/416x416.jpg?background=000000&cropX1=1317&cropX2=2912&cropY1=283&cropY2=1877,6.0,6.0
637,shari-arison,Shari Arison,Carnival Cruises,Israel,F,68,https://specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760,6.0,6.0
638,heinrich-otto-deichmann,Heinrich Otto Deichmann,"Shoes, retail ",Germany,M,62,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,6.0,6.0
639,wolfgang-herz,Wolfgang Herz,Coffee,Germany,M,74,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,5.9,6.0
639,michael-herz,Michael Herz,Coffee,Germany,M,81,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,5.9,6.0
641,matthias-reinhart,Matthias Reinhart,Financial services,Switzerland,M,65,https://specials-images.forbesimg.com/imageserve/58a1dfaa4bbe6f0e5586a999/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=97&cropY2=838,5.9,6.1
642,neal-blue,Neal Blue & family,Defense,United States,M,90,https://specials-images.forbesimg.com/imageserve/5d8b455d22254b0008e16d22/416x416.jpg?background=000000&cropX1=339&cropX2=1633&cropY1=347&cropY2=1641,5.9,5.9
643,stefan-von-holtzbrinck,Stefan von Holtzbrinck,Publishing,Germany,M,62,https://specials-images.forbesimg.com/imageserve/5c70300731358e35dd26de72/416x416.jpg?background=000000&cropX1=56&cropX2=1972&cropY1=69&cropY2=1985,5.9,5.9
644,yu-renrong,Yu Renrong,Semiconductors,China,M,59,https://specials-images.forbesimg.com/imageserve/6725092c51a6759ca546ca4d/416x416.jpg?background=000000&cropX1=0&cropX2=799&cropY1=1&cropY2=800,5.9,6.2
645,trevor-rees-jones,Trevor Rees-Jones,Oil & gas,United States,M,74,https://specials-images.forbesimg.com/imageserve/5d8ae0b218444200084e728b/416x416.jpg?background=000000&cropX1=464&cropX2=1110&cropY1=400&cropY2=1046,5.9,5.9
646,rick-caruso,Rick Caruso,Real estate,United States,M,66,https://specials-images.forbesimg.com/imageserve/5f497003b4ea1178f158e438/416x416.jpg?background=000000&cropX1=1057&cropX2=3633&cropY1=91&cropY2=2667,5.9,5.9
647,john-reece,John Reece,Chemicals,United Kingdom,M,68,https://specials-images.forbesimg.com/imageserve/58a0baa54bbe6f0e55869bfa/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=77&cropY2=821,5.9,5.9
648,jiang-bin,Jiang Bin,Acoustic components,China,M,59,https://specials-images.forbesimg.com/imageserve/5c78388f31358e35dd279c6e/416x416.jpg?background=000000&cropX1=188&cropX2=1422&cropY1=234&cropY2=1467,5.9,6.3
649,nusli-wadia,Nusli Wadia,Consumer goods,India,M,81,https://specials-images.forbesimg.com/imageserve/61577562cdbe90edf1235c55/416x416.jpg?background=000000&cropX1=0&cropX2=1684&cropY1=369&cropY2=2053,5.9,5.8
650,andrew-currie,Andrew Currie,Chemicals,United Kingdom,M,69,https://specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767,5.9,5.9
651,rakesh-gangwal,Rakesh Gangwal,Airline,United States,M,72,https://specials-images.forbesimg.com/imageserve/5d8add5d18444200084e7268/416x416.jpg?background=000000&cropX1=139&cropX2=903&cropY1=96&cropY2=859,5.9,5.9
652,dirk-rossmann,Dirk Rossmann & family,Drugstores,Germany,M,79,https://specials-images.forbesimg.com/imageserve/5e762257d8e1ae0007b71a03/416x416.jpg?background=000000&cropX1=856&cropX2=3693&cropY1=0&cropY2=2835,5.9,5.9
653,joe-mansueto,Joe Mansueto,Investment research,United States,M,69,https://specials-images.forbesimg.com/imageserve/5d8adbfe6de3150009a506b3/416x416.jpg?background=000000&cropX1=268&cropX2=548&cropY1=4&cropY2=284,5.9,6.0
654,archie-aldis-emmerson,Archie Aldis Emmerson & family,"Timberland, lumber mills",United States,M,96,https://specials-images.forbesimg.com/imageserve/5d8b02e022254b0008e167b6/416x416.jpg?background=000000&cropX1=227&cropX2=2910&cropY1=117&cropY2=2802,5.9,5.9
655,mikhail-lomtadze,Mikhail Lomtadze,Fintech,Georgia,M,49,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.9,5.9
656,don-vultaggio,Don Vultaggio & family,Beverages,United States,M,73,https://specials-images.forbesimg.com/imageserve/59dd43c04bbe6f37dda04a43/416x416.jpg?background=000000&cropX1=2035&cropX2=2775&cropY1=2370&cropY2=3111,5.9,5.9
657,thomas-pritzker,Thomas Pritzker,"Hotels, investments",United States,M,75,https://specials-images.forbesimg.com/imageserve/5d8ad63e22254b0008e164cc/416x416.jpg?background=000000&cropX1=15&cropX2=1538&cropY1=54&cropY2=1577,5.8,5.9
658,martha-ingram,Martha Ingram & family,"Book distribution, transportation",United States,F,90,https://specials-images.forbesimg.com/imageserve/5ba50d1fa7ea434e4c6957dc/416x416.jpg?background=000000&cropX1=15&cropX2=1515&cropY1=5&cropY2=1507,5.8,5.8
659,robin-li,Robin Li,Internet search,China,M,56,https://specials-images.forbesimg.com/imageserve/672d517ae2364ee14ecc5371/416x416.jpg?background=000000&cropX1=525&cropX2=2817&cropY1=29&cropY2=2319,5.8,5.8
660,isabel-boehringer,Isabel Boehringer,Pharmaceuticals,Germany,F,45,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
660,albert-boehringer,Albert Boehringer,Pharmaceuticals,Germany,M,84,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
660,johannes-von-baumbach,Johannes von Baumbach,Pharma,Germany,M,20,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
660,katharina-von-baumbach,Katharina von Baumbach,Pharma,Germany,F,25,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
660,philipp-boehringer,Philipp Boehringer,Pharmaceuticals,Germany,M,47,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
660,erich-von-baumbach,Erich von Baumbach,Pharma,Germany,M,54,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
660,otto-boehringer,Otto Boehringer,Pharmaceuticals,Germany,M,95,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
660,barbara-boehringer,Barbara Boehringer,Pharmaceuticals,Germany,F,53,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
660,ulrike-von-baumbach,Ulrike von Baumbach,Pharma,Germany,F,83,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
660,hubertus-von-baumbach,Hubertus von Baumbach,Pharma,Germany,M,57,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
660,maximilian-von-baumbach,Maximilian von Baumbach,Pharma,Germany,M,27,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
660,mathias-boehringer,Mathias Boehringer,Pharmaceuticals,Germany,M,56,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
660,franz-von-baumbach,Franz von Baumbach,Pharma,Germany,M,24,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
660,christoph-boehringer,Christoph Boehringer,Pharmaceuticals,Germany,M,55,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
660,christian-boehringer,Christian Boehringer,Pharmaceuticals,Germany,M,60,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.8,5.8
675,mikhail-gutseriev,Mikhail Gutseriev,"Oil, coal, real estate",Russia,M,67,https://specials-images.forbesimg.com/imageserve/5a80ad5c4bbe6f2652f53f26/416x416.jpg?background=000000&cropX1=754&cropX2=3423&cropY1=0&cropY2=2667,5.8,5.8
676,garrett-camp,Garrett Camp,Uber,Canada,M,46,https://specials-images.forbesimg.com/imageserve/5c6d4e5d4bbe6f3a742322a6/416x416.jpg?background=000000&cropX1=1649&cropX2=3734&cropY1=0&cropY2=2083,5.8,5.8
677,jon-stryker,Jon Stryker,Medical equipment,United States,M,67,https://specials-images.forbesimg.com/imageserve/5d8ad82e18444200084e723a/416x416.jpg?background=000000&cropX1=41&cropX2=941&cropY1=43&cropY2=944,5.7,5.8
678,dinara-kulibaeva,Dinara Kulibaeva,Banking,Kazakhstan,F,58,https://specials-images.forbesimg.com/imageserve/5c70ebb4a7ea4310004340a7/416x416.jpg?background=000000&cropX1=199&cropX2=612&cropY1=0&cropY2=413,5.7,5.8
679,bill-haslam,Bill Haslam,Gas stations,United States,M,67,https://specials-images.forbesimg.com/imageserve/5a8deca3a7ea431690140e2c/416x416.jpg?background=000000&cropX1=620&cropX2=1454&cropY1=82&cropY2=916,5.7,5.7
680,thomas-secunda,Thomas Secunda,Bloomberg LP,United States,M,71,https://specials-images.forbesimg.com/imageserve/5a8dfac04bbe6f2652f62cac/416x416.jpg?background=000000&cropX1=99&cropX2=3161&cropY1=120&cropY2=3182,5.7,5.7
681,timur-kulibayev,Timur Kulibayev,Banking,Kazakhstan,M,59,https://specials-images.forbesimg.com/imageserve/5e76e9cfd8e1ae0007b72786/416x416.jpg?background=000000&cropX1=847&cropX2=3159&cropY1=15&cropY2=2325,5.7,5.8
682,john-henry,John Henry,Sports,United States,M,76,https://specials-images.forbesimg.com/imageserve/5d8b06fe6de3150009a5096f/416x416.jpg?background=000000&cropX1=510&cropX2=2975&cropY1=0&cropY2=2466,5.7,5.7
683,leonid-boguslavsky,Leonid Boguslavsky,Venture capital,Canada,M,74,https://specials-images.forbesimg.com/imageserve/5e777f4c10380d0006fbbe73/416x416.jpg?background=000000&cropX1=1416&cropX2=4639&cropY1=0&cropY2=3221,5.7,5.8
684,paolo-rocca,Paolo Rocca,Pipe Manufacturing,Italy,M,72,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.7,5.7
685,gianfelice-rocca-1,Gianfelice Rocca,Pipe Manufacturing,Italy,M,77,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.7,5.7
686,vladimir-kim,Vladimir Kim,Mining,Kazakhstan,M,64,https://specials-images.forbesimg.com/imageserve/5c70ea114bbe6f79c5474283/416x416.jpg?background=000000&cropX1=223&cropX2=2134&cropY1=9&cropY2=1919,5.7,5.7
687,carl-thoma,Carl Thoma,Private equity,United States,M,76,https://specials-images.forbesimg.com/imageserve/651c88640669f1b126a4ae23/416x416.jpg?background=000000&cropX1=283&cropX2=1414&cropY1=0&cropY2=1131,5.7,5.7
688,tsai-hong-tu,Tsai Hong-tu,Finance,Taiwan,M,73,https://specials-images.forbesimg.com/imageserve/6091b9de18caf49a8ffbc40f/416x416.jpg?background=000000&cropX1=0&cropX2=1014&cropY1=0&cropY2=1014,5.7,5.5
689,dietmar-hopp,Dietmar Hopp & family,Software,Germany,M,85,https://specials-images.forbesimg.com/imageserve/5e7621d6c7b02d000666c78a/416x416.jpg?background=000000&cropX1=1529&cropX2=4122&cropY1=700&cropY2=3294,5.7,5.7
690,li-xiang,Li Xiang,Electric vehicles ,China,M,43,https://specials-images.forbesimg.com/imageserve/6725050edca323386258f98d/416x416.jpg?background=000000&cropX1=1050&cropX2=1804&cropY1=253&cropY2=1007,5.7,5.4
691,horst-julius-pudwill,Horst Julius Pudwill,Manufacturing ,Germany,M,80,https://specials-images.forbesimg.com/imageserve/603527cabc0743d40c71abaa/416x416.jpg?background=000000&cropX1=0&cropX2=1632&cropY1=0&cropY2=1632,5.6,5.8
692,agoes-projosasmito,Agoes Projosasmito,"mining, investment",Indonesia,M,70,https://specials-images.forbesimg.com/imageserve/656f878dbe9cd0d54958857d/416x416.jpg?background=000000&cropX1=0&cropX2=700&cropY1=0&cropY2=700,5.6,5.5
693,zong-fuli,Zong Fuli,Beverages,China,F,43,https://specials-images.forbesimg.com/imageserve/672506fd31ed3317c2bd4ecb/416x416.jpg?background=000000&cropX1=2331&cropX2=3890&cropY1=138&cropY2=1696,5.6,5.6
694,vivek-chaand-sehgal,Vivek Chaand Sehgal,Auto parts,Australia,M,68,https://specials-images.forbesimg.com/imageserve/603eab25a5f320822476aba3/416x416.jpg?background=000000&cropX1=1222&cropX2=2117&cropY1=106&cropY2=1001,5.6,5.4
695,max-van-hoegaerden-herrmann-telles,Max Van Hoegaerden Herrmann Telles,Beer,Brazil,M,0,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.6,5.7
696,franz-viegener,Franz Viegener,plumbing/HVAC,Germany,M,42,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.6,5.6
697,mario-verrocchi,Mario Verrocchi,Pharmacies,Australia,M,68,https://specials-images.forbesimg.com/imageserve/67aa61f731365cd069ef0ba3/416x416.jpg?background=000000&cropX1=1&cropX2=800&cropY1=0&cropY2=799,5.6,5.7
698,renuka-jagtiani-1,Renuka Jagtiani,Retail,India,F,71,https://specials-images.forbesimg.com/imageserve/670483ffc59314aada465e39/416x416.jpg?background=000000&cropX1=1640&cropX2=3058&cropY1=262&cropY2=1679,5.6,5.6
699,yang-shaopeng,Yang Shaopeng,Shipping,China,M,67,https://specials-images.forbesimg.com/imageserve/5c6f0db7a7ea431000431677/416x416.jpg?background=000000&cropX1=99&cropX2=583&cropY1=5&cropY2=490,5.6,5.6
700,margarita-louis-dreyfus,Margarita Louis-Dreyfus & family,Commodities,Switzerland,F,63,https://specials-images.forbesimg.com/imageserve/5deed561b269e900075dc2bd/416x416.jpg?background=000000&cropX1=6&cropX2=1223&cropY1=49&cropY2=1266,5.6,5.6
701,rocco-commisso,Rocco Commisso,Telecom,United States,M,75,https://specials-images.forbesimg.com/imageserve/6488d3a0e26a52b6e27d5722/416x416.jpg?background=000000&cropX1=850&cropX2=2814&cropY1=30&cropY2=1992,5.6,5.6
702,anna-viegener,Anna Viegener,plumbing/HVAC,Germany,F,34,https://specials-images.forbesimg.com/imageserve/67e4405b741a6eb517f284fc/416x416.jpg?background=000000&cropX1=73&cropX2=780&cropY1=265&cropY2=972,5.6,5.6
703,samuel-yin,Samuel Yin,Retail,Taiwan,M,75,https://specials-images.forbesimg.com/imageserve/79f9f719edb1a954ae3fd1229a2f9924/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=63&cropY2=807,5.6,5.6
704,sergio-stevanato,Sergio Stevanato & family,Medical packaging,Italy,M,82,https://specials-images.forbesimg.com/imageserve/5f4ff56c92007ee297ba0c26/416x416.jpg?background=000000&cropX1=0&cropX2=915&cropY1=83&cropY2=999,5.6,5.7
705,vlad-tenev,Vlad Tenev,Stock trading app,United States,M,38,https://specials-images.forbesimg.com/imageserve/619d8af408ec74e2e3ac5b87/416x416.jpg?background=000000&cropX1=19&cropX2=1675&cropY1=200&cropY2=1855,5.6,5.7
706,bert-beveridge,Bert Beveridge,Vodka,United States,M,63,https://specials-images.forbesimg.com/imageserve/59dfbb6c4bbe6f37dda06543/416x416.jpg?background=000000&cropX1=767&cropX2=1418&cropY1=488&cropY2=1139,5.6,5.6
707,tsai-cheng-ta,Tsai Cheng-ta,Finance,Taiwan,M,75,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.6,5.4
708,charles-b-johnson,Charles B. Johnson,Franklin Templeton,United States,M,92,https://specials-images.forbesimg.com/imageserve/5d8a9df322254b0008e1617b/416x416.jpg?background=000000&cropX1=227&cropX2=1037&cropY1=290&cropY2=1100,5.6,5.6
709,alexandre-behring,Alexandre Behring,Investments,Brazil,M,58,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.6,5.6
710,romesh-t-wadhwani,Romesh T. Wadhwani,Software,United States,M,78,https://specials-images.forbesimg.com/imageserve/59dd2b81a7ea436b47b3ab9d/416x416.jpg?background=000000&cropX1=234&cropX2=3262&cropY1=636&cropY2=3663,5.5,5.5
711,gordon-getty,Gordon Getty & family,Getty Oil,United States,M,91,https://specials-images.forbesimg.com/imageserve/5ba67f0d4bbe6f79516f6c24/416x416.jpg?background=000000&cropX1=504&cropX2=1789&cropY1=108&cropY2=1394,5.5,5.5
712,zhu-yan,Zhu Yan & family,Real estate,China,F,54,https://specials-images.forbesimg.com/imageserve/67250445e8cf5c1c24201738/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,5.5,5.2
713,michael-novogratz,Michael Novogratz,"Investments, cryptocurrency",United States,M,60,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,5.5,5.3
714,jerzy-starak,Jerzy Starak,Pharmaceuticals,Poland,M,77,https://specials-images.forbesimg.com/imageserve/5c717efe4bbe6f24567ae7f7/416x416.jpg?background=000000&cropX1=109&cropX2=977&cropY1=3&cropY2=872,5.5,5.5
715,patrick-soon-shiong,Patrick Soon-Shiong,Pharmaceuticals,United States,M,73,https://specials-images.forbesimg.com/imageserve/5ba4416731358e5690cd9dd9/416x416.jpg?background=000000&cropX1=1048&cropX2=1735&cropY1=186&cropY2=872,5.5,5.4
716,ken-xie,Ken Xie & family,Cybersecurity,United States,M,62,https://specials-images.forbesimg.com/imageserve/5d94fceb67dd830006a28926/416x416.jpg?background=000000&cropX1=126&cropX2=1024&cropY1=82&cropY2=980,5.5,5.6
